DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2026-01-16 18:44:03,24103.29114,15468.69301,11560.48193
2026-01-16 18:44:05,23817.72152,15563.52584,11415.90361
2026-01-16 18:44:08,24121.51899,15654.71125,11473.73494
2026-01-16 18:44:10,24558.98734,16085.10638,11381.20482
2026-01-16 18:44:13,25312.40506,16559.27052,11676.14458
2026-01-16 18:44:16,25725.56962,17150.15198,11971.08434
2026-01-16 18:44:18,26053.67089,17576.8997,12549.39759
2026-01-16 18:44:21,26223.79747,17788.44985,12942.6506
2026-01-16 18:44:23,27153.41772,18014.58967,12954.21687
2026-01-16 18:44:26,27572.65823,18299.08815,13173.9759
2026-01-16 18:44:29,28064.81013,18623.70821,13607.71084
2026-01-16 18:44:31,29000.50633,18959.27052,13815.90361
2026-01-16 18:44:34,29194.93671,19389.66565,13914.21687
2026-01-16 18:44:37,29474.43038,19677.81155,14186.0241
2026-01-16 18:44:39,29589.87342,19747.11246,14556.14458
2026-01-16 18:44:42,29766.07595,19929.48328,14700.72289
2026-01-16 18:44:44,30416.20253,20345.28875,14793.25301
2026-01-16 18:44:47,31218.22785,20524.01216,14908.91566
2026-01-16 18:44:50,31552.40506,20739.20973,15226.98795
2026-01-16 18:44:52,31904.81013,20648.02432,15284.81928
2026-01-16 18:44:55,31989.87342,20855.92705,15597.10843
2026-01-16 18:44:58,32293.67089,21133.1307,15903.61446
2026-01-16 18:45:00,32494.17722,21275.37994,15926.74699
2026-01-16 18:45:03,32773.67089,21304.55927,16152.28916
2026-01-16 18:45:05,32907.34177,21184.19453,16285.3012
2026-01-16 18:45:08,32791.89873,21093.00912,16152.28916
2026-01-16 18:45:11,32682.53165,21085.71429,16163.85542
2026-01-16 18:45:13,33144.3038,21403.03951,16198.55422
2026-01-16 18:45:16,33642.53165,21939.20973,16348.91566
2026-01-16 18:45:19,33770.12658,22092.40122,16614.93976
2026-01-16 18:45:21,33417.72152,22117.93313,16626.50602
2026-01-16 18:45:24,33618.22785,22055.92705,16944.57831
2026-01-16 18:45:26,33514.93671,21724.01216,17002.40964
2026-01-16 18:45:29,33903.79747,21906.38298,17106.50602
2026-01-16 18:45:32,33691.13924,21610.94225,17256.86747
2026-01-16 18:45:34,33593.92405,21665.6535,17158.55422
2026-01-16 18:45:37,33575.6962,21829.78723,17129.63855
2026-01-16 18:45:40,33211.13924,21519.75684,17042.89157
2026-01-16 18:45:42,33022.78481,21567.17325,17002.40964
2026-01-16 18:45:45,33016.70886,21523.40426,17083.37349
2026-01-16 18:45:47,32822.27848,21523.40426,16990.84337
2026-01-16 18:45:50,32554.93671,21680.24316,16979.27711
2026-01-16 18:45:53,32457.72152,21749.54407,16817.3494
2026-01-16 18:45:55,32299.74684,21654.71125,16788.43373
2026-01-16 18:45:58,32135.6962,21315.50152,16684.33735
2026-01-16 18:46:01,32208.60759,21479.63526,16487.71084
2026-01-16 18:46:03,31929.11392,21662.00608,16244.81928
2026-01-16 18:46:06,31801.51899,21662.00608,16088.6747
2026-01-16 18:46:08,32020.25316,21534.3465,16169.63855
2026-01-16 18:46:11,31862.27848,21235.25836,15886.26506
2026-01-16 18:46:14,31661.77215,21093.00912,15822.6506
2026-01-16 18:46:16,31692.1519,21187.84195,15874.6988
2026-01-16 18:46:19,31649.62025,21242.55319,15874.6988
2026-01-16 18:46:21,31418.73418,21114.89362,15944.09639
2026-01-16 18:46:24,31740.75949,21001.82371,16163.85542
2026-01-16 18:46:27,32117.46835,21173.25228,16360.48193
2026-01-16 18:46:29,32463.79747,21512.46201,17204.81928
2026-01-16 18:46:32,33612.1519,22489.9696,18529.15663
2026-01-16 18:46:35,35775.18987,23503.95137,21663.61446
2026-01-16 18:46:37,38813.16456,25163.52584,23664.57831
2026-01-16 18:46:40,41140.25316,26753.79939,24636.14458
2026-01-16 18:46:42,42580.25316,27527.05167,24913.73494
2026-01-16 18:46:45,43248.60759,27384.80243,25416.86747
2026-01-16 18:46:48,43333.67089,27319.14894,25775.42169
2026-01-16 18:46:50,43661.77215,27432.21884,25839.03614
2026-01-16 18:46:53,43831.89873,27184.19453,25792.77108
2026-01-16 18:46:56,43716.4557,27206.07903,25648.19277
2026-01-16 18:46:58,43643.5443,27184.19453,25879.51807
2026-01-16 18:47:01,43704.3038,27133.1307,25804.33735
2026-01-16 18:47:03,43710.37975,27257.14286,25613.49398
2026-01-16 18:47:06,43819.74684,27625.53191,25648.19277
2026-01-16 18:47:09,43236.4557,27155.0152,25555.66265
2026-01-16 18:47:11,43072.40506,26928.87538,25590.36145
2026-01-16 18:47:14,42829.36709,26965.34954,25538.31325
2026-01-16 18:47:17,42914.43038,26815.80547,25480.48193
2026-01-16 18:47:19,43048.10127,27162.31003,25723.37349
2026-01-16 18:47:22,43187.8481,27337.38602,25821.68675
2026-01-16 18:47:24,43102.78481,27034.65046,25943.13253
2026-01-16 18:47:27,42890.12658,26888.7538,25717.59036
2026-01-16 18:47:30,42586.32911,26764.74164,25636.62651
2026-01-16 18:47:32,41924.05063,26571.42857,25370.60241
2026-01-16 18:47:35,41577.72152,26330.69909,25451.56627
2026-01-16 18:47:38,41134.17722,26221.2766,25260.72289
2026-01-16 18:47:40,40253.16456,25831.00304,24867.46988
2026-01-16 18:47:43,39366.07595,25466.2614,24537.83133
2026-01-16 18:47:45,39110.88608,25214.58967,24451.08434
2026-01-16 18:47:48,38321.01266,24977.5076,24532.04819
2026-01-16 18:47:51,37974.68354,24806.07903,23901.68675
2026-01-16 18:47:53,37269.87342,24138.60182,23288.6747
2026-01-16 18:47:56,36583.29114,23879.63526,22918.55422
2026-01-16 18:47:59,35969.62025,23434.65046,22750.84337
2026-01-16 18:48:01,35179.74684,22851.06383,22374.93976
2026-01-16 18:48:04,34177.21519,22303.95137,21709.87952
2026-01-16 18:48:06,33271.89873,21837.08207,21241.44578
2026-01-16 18:48:09,32427.34177,21071.12462,20773.01205
2026-01-16 18:48:12,31394.43038,20476.59574,20431.80723
2026-01-16 18:48:14,30422.27848,19947.72036,19847.71084
2026-01-16 18:48:17,29571.64557,19575.68389,18945.54217
2026-01-16 18:48:20,28623.79747,19035.86626,18176.38554
2026-01-16 18:48:22,28149.87342,18466.8693,17742.6506
2026-01-16 18:48:25,27578.73418,18102.12766,17690.60241
2026-01-16 18:48:27,26873.92405,17642.55319,17222.16867
2026-01-16 18:48:30,26102.27848,17179.33131,16713.25301
2026-01-16 18:48:33,25707.34177,16858.35866,16481.92771
2026-01-16 18:48:35,25045.06329,16314.89362,16082.89157
2026-01-16 18:48:38,24370.63291,15924.62006,15816.86747
2026-01-16 18:48:41,24078.98734,15818.84498,15371.56627
2026-01-16 18:48:43,23653.67089,15264.43769,15238.55422
2026-01-16 18:48:46,23544.3038,15158.66261,15047.71084
2026-01-16 18:48:48,23118.98734,15089.3617,15018.79518
2026-01-16 18:48:51,23052.1519,14837.68997,14839.51807
2026-01-16 18:48:54,22663.29114,14655.31915,14590.84337
2026-01-16 18:48:56,22231.89873,14633.43465,14417.3494
2026-01-16 18:48:59,21994.93671,14327.05167,14382.6506
2026-01-16 18:49:01,21836.96203,14243.16109,14463.61446
2026-01-16 18:49:04,21970.63291,14057.14286,14376.86747
2026-01-16 18:49:07,21988.86076,13947.72036,14209.15663
2026-01-16 18:49:09,22013.16456,14009.72644,14041.44578
2026-01-16 18:49:12,21788.35443,13984.19453,14110.84337
